Column27,x_coord,y_coord,heights1
STOW0523,144156.312,424555.591,2.85999989509583
STOW0524,141974.296,423985.892,3.37712240219116
STOW0525,147727.918,424322.681,3.50251293182373
STOW0526,139264.723,424478.987,1.31219375133514
STOW0510,146171.286,416895.15,2.71846032142639
STOW0511,143955.55,417429.301,2.59351396560669
STOW0512,143840.191,417416.93,2.89389371871948
STOW0513,143467.381,417489.84,4.33000469207764
STOW0514,143319.991,417494.3,2.7569272518158
STOW0515,142215.112,417168.908,2.34712195396423
STOW0516,151893.493,423710.41,
STOW0517,151229.175,424128.542,4.08345937728882
STOW0501,150618.685,421380.017,3.57422637939453
STOW0502,151179.773,420874.145,3.86910820007324
STOW0503,151902.377,419145.453,3.82139539718628
STOW0504,151189.487,418418.482,3.23939990997314
STOW0505,150232.677,417833.131,3.48589563369751
STOW0507,149863.397,417629.031,2.65329384803772
STOW0508,149096.119,417557.392,3.02176642417908
STOW0509,148363.302,417804.392,2.6088171005249
STOW0492,147699.987,424804.003,3.3938000202179
STOW0493,147377.987,425098.004,2.72009992599487
STOW0494,184605.673,432081.252,8.67938327789307
STOW0495,147702.987,424856.002,2.17429995536804
STOW0496,147160.786,425389.416,4.65697288513184
STOW0498,138346.845,425714.442,
STOW0499,147236.466,425385.065,2.68780326843262
STOW0500,150385.876,421991.469,3.50374174118042
STOW0484,130218.928,426059.023,
STOW0485,147176.986,425383.006,3.6710000038147
STOW0486,194734.732,439907.714,10.0960073471069
STOW0487,194633.892,440144.705,10.2101030349731
STOW0488,168648.534,433863.521,6.92589998245239
STOW0489,144598.15,417202.18,2.61576318740845
STOW0490,143305.541,417528.3,2.79673624038696
STOW0491,147645.147,424486.591,2.85071539878845
STOW0476,160442.338,443488.255,4.64820003509521
STOW0477,153673.976,425230.989,4.05200004577637
STOW0478,161316.22,432604.89,5.60657930374146
STOW0479,147130.986,425293.006,
STOW0480,158362.945,432740.975,
STOW0481,139523.962,425681.022,1.66700005531311
STOW0482,139284.961,425657.021,2.20190000534058
STOW0483,139161.96,425619.021,1.50740003585815
STOW0206,213166.437,456852.897,7.35753583908081
STOW0207,194734.73,439907.718,10.0960092544556
STOW0211,194633.895,440144.708,10.2101259231567
STOW0255,210669.186,464175.003,
STOW0258,203544.003,433214.192,
STOW0454,146999.986,425298.006,2.57439994812012
STOW0467,145906.746,416733.409,2.01902508735657
STOW0468,147618.774,417885.382,2.19516968727112
STOW0466,161918.706,427280.907,5.48325538635254
STOW0469,161116.23,426465.249,4.50605964660645
STOW0471,159556.286,425397.112,4.14810419082642
